transaction_id,company_id,fund_id,amount,period,transaction_date
94,95,15,1632.78,2024-11,2024-11-11
95,96,16,1650.15,2024-12,2024-12-12
96,97,17,1667.52,2024-01,2024-13-13
97,98,18,1684.89,2024-02,2024-14-14
98,99,19,1702.26,2024-03,2024-15-15
99,100,20,1719.63,2024-04,2024-16-16
100,101,1,1700.0,2024-05,2024-17-17
101,102,2,1717.37,2024-06,2024-18-18
102,103,3,1734.74,2024-07,2024-19-19
103,104,4,1752.11,2024-08,2024-20-20
104,105,5,1769.48,2024-09,2024-21-21
105,106,6,1786.85,2024-10,2024-22-22
106,107,7,1804.22,2024-11,2024-23-23
107,108,8,1821.59,2024-12,2024-24-24
108,109,9,1838.96,2024-01,2024-25-25
109,110,10,1856.33,2024-02,2024-26-26
110,111,11,1873.7,2024-03,2024-27-27
111,112,12,1891.07,2024-04,2024-28-28
112,113,13,1908.44,2024-05,2024-01-01
113,114,14,1925.81,2024-06,2024-02-02
114,115,15,1943.18,2024-07,2024-03-03
115,116,16,1960.55,2024-08,2024-04-04
116,117,17,1977.92,2024-09,2024-05-05
117,118,18,1995.29,2024-10,2024-06-06
118,119,19,2012.66,2024-11,2024-07-07
119,120,20,2030.03,2024-12,2024-08-08
120,121,1,2047.4,2024-01,2024-09-09
121,122,2,2064.77,2024-02,2024-10-10
122,123,3,2082.14,2024-03,2024-11-11
123,124,4,2099.51,2024-04,2024-12-12
124,125,5,2116.88,2024-05,2024-13-13
125,126,6,2134.25,2024-06,2024-14-14
126,127,7,2151.62,2024-07,2024-15-15
127,128,8,2168.99,2024-08,2024-16-16
128,129,9,2186.36,2024-09,2024-17-17
129,130,10,2203.73,2024-10,2024-18-18
130,131,11,2221.1,2024-11,2024-19-19
131,132,12,2238.47,2024-12,2024-20-20
132,133,13,2255.84,2024-01,2024-21-21
133,134,14,2273.21,2024-02,2024-22-22
134,135,15,2290.58,2024-03,2024-23-23
135,136,16,2307.95,2024-04,2024-24-24
136,137,17,2325.32,2024-05,2024-25-25
137,138,18,2342.69,2024-06,2024-26-26
138,139,19,2360.06,2024-07,2024-27-27
139,140,20,2377.43,2024-08,2024-28-28
140,141,1,2394.8,2024-09,2024-01-01
141,142,2,2412.17,2024-10,2024-02-02
142,143,3,2429.54,2024-11,2024-03-03
143,144,4,2446.91,2024-12,2024-04-04
144,145,5,2464.28,2024-01,2024-05-05
145,146,6,2481.65,2024-02,2024-06-06
146,147,7,2499.02,2024-03,2024-07-07
147,148,8,2516.39,2024-04,2024-08-08
148,149,9,2533.76,2024-05,2024-09-09
149,150,10,2551.13,2024-06,2024-10-10
150,151,11,2568.5,2024-07,2024-11-11
151,152,12,2585.87,2024-08,2024-12-12
152,153,13,2603.24,2024-09,2024-13-13
153,154,14,2620.61,2024-10,2024-14-14
154,155,15,2637.98,2024-11,2024-15-15
155,156,16,2655.35,2024-12,2024-16-16
156,157,17,2672.72,2024-01,2024-17-17
157,158,18,2690.09,2024-02,2024-18-18
158,159,19,2707.46,2024-03,2024-19-19
159,160,20,2724.83,2024-04,2024-20-20
160,161,1,2742.2,2024-05,2024-21-21
161,162,2,2759.57,2024-06,2024-22-22
162,163,3,2776.94,2024-07,2024-23-23
163,164,4,2794.31,2024-08,2024-24-24
164,165,5,2811.68,2024-09,2024-25-25
165,166,6,2829.05,2024-10,2024-26-26
166,167,7,2846.42,2024-11,2024-27-27
167,168,8,2863.79,2024-12,2024-28-28
168,169,9,2881.16,2024-01,2024-01-01
169,170,10,2898.53,2024-02,2024-02-02
170,171,11,2915.9,2024-03,2024-03-03
171,172,12,2933.27,2024-04,2024-04-04
172,173,13,2950.64,2024-05,2024-05-05
173,174,14,2968.01,2024-06,2024-06-06
174,175,15,2985.38,2024-07,2024-07-07
175,176,16,3002.75,2024-08,2024-08-08
176,177,17,3020.12,2024-09,2024-09-09
177,178,18,3037.49,2024-10,2024-10-10
178,179,19,3054.86,2024-11,2024-11-11
179,180,20,3072.23,2024-12,2024-12-12
180,181,1,3089.6,2024-01,2024-13-13
181,182,2,3106.97,2024-02,2024-14-14
182,183,3,3124.34,2024-03,2024-15-15
183,184,4,3141.71,2024-04,2024-16-16
184,185,5,3159.08,2024-05,2024-17-17
185,186,6,3176.45,2024-06,2024-18-18
186,187,7,3193.82,2024-07,2024-19-19
187,188,8,3211.19,2024-08,2024-20-20
188,189,9,3228.56,2024-09,2024-21-21
189,190,10,3245.93,2024-10,2024-22-22
190,191,11,3263.3,2024-11,2024-23-23
191,192,12,3280.67,2024-12,2024-24-24
192,193,13,3298.04,2024-01,2024-25-25
193,194,14,3315.41,2024-02,2024-26-26
194,195,15,3332.78,2024-03,2024-27-27
195,196,16,3350.15,2024-04,2024-28-28
196,197,17,3367.52,2024-05,2024-01-01
197,198,18,3384.89,2024-06,2024-02-02
198,199,19,3402.26,2024-07,2024-03-03
199,200,20,3419.63,2024-08,2024-04-04
200,201,1,3400.0,2024-09,2024-05-05
201,202,2,3417.37,2024-10,2024-06-06
202,203,3,3434.74,2024-11,2024-07-07
203,204,4,3452.11,2024-12,2024-08-08
204,205,5,3469.48,2024-01,2024-09-09
205,206,6,3486.85,2024-02,2024-10-10
206,207,7,3504.22,2024-03,2024-11-11
207,208,8,3521.59,2024-04,2024-12-12
208,209,9,3538.96,2024-05,2024-13-13
209,210,10,3556.33,2024-06,2024-14-14
210,211,11,3573.7,2024-07,2024-15-15
211,212,12,3591.07,2024-08,2024-16-16
212,213,13,3608.44,2024-09,2024-17-17
213,214,14,3625.81,2024-10,2024-18-18
214,215,15,3643.18,2024-11,2024-19-19
215,216,16,3660.55,2024-12,2024-20-20
216,217,17,3677.92,2024-01,2024-21-21
217,218,18,3695.29,2024-02,2024-22-22
218,219,19,3712.66,2024-03,2024-23-23
219,220,20,3730.03,2024-04,2024-24-24
220,221,1,3747.4,2024-05,2024-25-25
221,222,2,3764.77,2024-06,2024-26-26
222,223,3,3782.14,2024-07,2024-27-27
223,224,4,3799.51,2024-08,2024-28-28
224,225,5,3816.88,2024-09,2024-01-01
225,226,6,3834.25,2024-10,2024-02-02
226,227,7,3851.62,2024-11,2024-03-03
227,228,8,3868.99,2024-12,2024-04-04
228,229,9,3886.36,2024-01,2024-05-05
229,230,10,3903.73,2024-02,2024-06-06
230,231,11,3921.1,2024-03,2024-07-07
231,232,12,3938.47,2024-04,2024-08-08
232,233,13,3955.84,2024-05,2024-09-09
233,234,14,3973.21,2024-06,2024-10-10
234,235,15,3990.58,2024-07,2024-11-11
235,236,16,4007.95,2024-08,2024-12-12
236,237,17,4025.32,2024-09,2024-13-13
237,238,18,4042.69,2024-10,2024-14-14
238,239,19,4060.06,2024-11,2024-15-15
239,240,20,4077.43,2024-12,2024-16-16
240,241,1,4094.8,2024-01,2024-17-17
241,242,2,4112.17,2024-02,2024-18-18
242,243,3,4129.54,2024-03,2024-19-19
243,244,4,4146.91,2024-04,2024-20-20
244,245,5,4164.28,2024-05,2024-21-21
245,246,6,4181.65,2024-06,2024-22-22
246,247,7,4199.02,2024-07,2024-23-23
247,248,8,4216.39,2024-08,2024-24-24
248,249,9,4233.76,2024-09,2024-25-25
249,250,10,4251.13,2024-10,2024-26-26
250,251,11,4268.5,2024-11,2024-27-27
251,252,12,4285.87,2024-12,2024-28-28
252,253,13,4303.24,2024-01,2024-01-01
253,254,14,4320.61,2024-02,2024-02-02
254,255,15,4337.98,2024-03,2024-03-03
255,256,16,4355.35,2024-04,2024-04-04
256,257,17,4372.72,2024-05,2024-05-05
257,258,18,4390.09,2024-06,2024-06-06
258,259,19,4407.46,2024-07,2024-07-07
259,260,20,4424.83,2024-08,2024-08-08
260,261,1,4442.2,2024-09,2024-09-09
261,262,2,4459.57,2024-10,2024-10-10
262,263,3,4476.94,2024-11,2024-11-11
263,264,4,4494.31,2024-12,2024-12-12
264,265,5,4511.68,2024-01,2024-13-13
265,266,6,4529.05,2024-02,2024-14-14
266,267,7,4546.42,2024-03,2024-15-15
267,268,8,4563.79,2024-04,2024-16-16
268,269,9,4581.16,2024-05,2024-17-17
269,270,10,4598.53,2024-06,2024-18-18
270,271,11,4615.9,2024-07,2024-19-19
271,272,12,4633.27,2024-08,2024-20-20
272,273,13,4650.64,2024-09,2024-21-21
273,274,14,4668.01,2024-10,2024-22-22
274,275,15,4685.38,2024-11,2024-23-23
275,276,16,4702.75,2024-12,2024-24-24
276,277,17,4720.12,2024-01,2024-25-25
277,278,18,4737.49,2024-02,2024-26-26
278,279,19,4754.86,2024-03,2024-27-27
279,280,20,4772.23,2024-04,2024-28-28
280,281,1,4789.6,2024-05,2024-01-01
281,282,2,4806.97,2024-06,2024-02-02
282,283,3,4824.34,2024-07,2024-03-03
283,284,4,4841.71,2024-08,2024-04-04
284,285,5,4859.08,2024-09,2024-05-05
285,286,6,4876.45,2024-10,2024-06-06
286,287,7,4893.82,2024-11,2024-07-07
287,288,8,4911.19,2024-12,2024-08-08
288,289,9,4928.56,2024-01,2024-09-09
289,290,10,4945.93,2024-02,2024-10-10
290,291,11,4963.3,2024-03,2024-11-11
291,292,12,4980.67,2024-04,2024-12-12
292,293,13,4998.04,2024-05,2024-13-13
293,294,14,5015.41,2024-06,2024-14-14
294,295,15,5032.78,2024-07,2024-15-15
295,296,16,5050.15,2024-08,2024-16-16
296,297,17,5067.52,2024-09,2024-17-17
297,298,18,5084.89,2024-10,2024-18-18
298,299,19,5102.26,2024-11,2024-19-19
299,300,20,5119.63,2024-12,2024-20-20
300,301,1,5100.0,2024-01,2024-21-21
301,302,2,5117.37,2024-02,2024-22-22
302,303,3,5134.74,2024-03,2024-23-23
303,304,4,5152.11,2024-04,2024-24-24
304,305,5,5169.48,2024-05,2024-25-25
305,306,6,5186.85,2024-06,2024-26-26
306,307,7,5204.22,2024-07,2024-27-27
307,308,8,5221.59,2024-08,2024-28-28
308,309,9,5238.96,2024-09,2024-01-01
309,310,10,5256.33,2024-10,2024-02-02
310,311,11,5273.7,2024-11,2024-03-03
311,312,12,5291.07,2024-12,2024-04-04
312,313,13,5308.44,2024-01,2024-05-05
313,314,14,5325.81,2024-02,2024-06-06
314,315,15,5343.18,2024-03,2024-07-07
315,316,16,5360.55,2024-04,2024-08-08
316,317,17,5377.92,2024-05,2024-09-09
317,318,18,5395.29,2024-06,2024-10-10
318,319,19,5412.66,2024-07,2024-11-11
319,320,20,5430.03,2024-08,2024-12-12
320,321,1,5447.4,2024-09,2024-13-13
321,322,2,5464.77,2024-10,2024-14-14
322,323,3,5482.14,2024-11,2024-15-15
323,324,4,5499.51,2024-12,2024-16-16
324,325,5,5516.88,2024-01,2024-17-17
325,326,6,5534.25,2024-02,2024-18-18
326,327,7,5551.62,2024-03,2024-19-19
327,328,8,5568.99,2024-04,2024-20-20
328,329,9,5586.36,2024-05,2024-21-21
329,330,10,5603.73,2024-06,2024-22-22
330,331,11,5621.1,2024-07,2024-23-23
331,332,12,5638.47,2024-08,2024-24-24
332,333,13,5655.84,2024-09,2024-25-25
333,334,14,5673.21,2024-10,2024-26-26
334,335,15,5690.58,2024-11,2024-27-27
335,336,16,5707.95,2024-12,2024-28-28
336,337,17,5725.32,2024-01,2024-01-01
337,338,18,5742.69,2024-02,2024-02-02
338,339,19,5760.06,2024-03,2024-03-03
339,340,20,5777.43,2024-04,2024-04-04
340,341,1,5794.8,2024-05,2024-05-05
341,342,2,5812.17,2024-06,2024-06-06
342,343,3,5829.54,2024-07,2024-07-07
343,344,4,5846.91,2024-08,2024-08-08
344,345,5,5864.28,2024-09,2024-09-09
345,346,6,5881.65,2024-10,2024-10-10
346,347,7,5899.02,2024-11,2024-11-11
347,348,8,5916.39,2024-12,2024-12-12
348,349,9,5933.76,2024-01,2024-13-13
349,350,10,5951.13,2024-02,2024-14-14
350,351,11,5968.5,2024-03,2024-15-15
351,352,12,5985.87,2024-04,2024-16-16
352,353,13,6003.24,2024-05,2024-17-17
353,354,14,6020.61,2024-06,2024-18-18
354,355,15,6037.98,2024-07,2024-19-19
355,356,16,6055.35,2024-08,2024-20-20
356,357,17,6072.72,2024-09,2024-21-21
357,358,18,6090.09,2024-10,2024-22-22
358,359,19,6107.46,2024-11,2024-23-23
359,360,20,6124.83,2024-12,2024-24-24
360,361,1,6142.2,2024-01,2024-25-25
361,362,2,6159.57,2024-02,2024-26-26
362,363,3,6176.94,2024-03,2024-27-27
363,364,4,6194.31,2024-04,2024-28-28
364,365,5,6211.68,2024-05,2024-01-01
365,366,6,6229.05,2024-06,2024-02-02
366,367,7,6246.42,2024-07,2024-03-03
367,368,8,6263.79,2024-08,2024-04-04
368,369,9,6281.16,2024-09,2024-05-05
369,370,10,6298.53,2024-10,2024-06-06
370,371,11,6315.9,2024-11,2024-07-07
371,372,12,6333.27,2024-12,2024-08-08
372,373,13,6350.64,2024-01,2024-09-09
373,374,14,6368.01,2024-02,2024-10-10
374,375,15,6385.38,2024-03,2024-11-11
375,376,16,6402.75,2024-04,2024-12-12
376,377,17,6420.12,2024-05,2024-13-13
377,378,18,6437.49,2024-06,2024-14-14
378,379,19,6454.86,2024-07,2024-15-15
379,380,20,6472.23,2024-08,2024-16-16
380,381,1,6489.6,2024-09,2024-17-17
381,382,2,6506.97,2024-10,2024-18-18
382,383,3,6524.34,2024-11,2024-19-19
383,384,4,6541.71,2024-12,2024-20-20
384,385,5,6559.08,2024-01,2024-21-21
385,386,6,6576.45,2024-02,2024-22-22
386,387,7,6593.82,2024-03,2024-23-23
387,388,8,6611.19,2024-04,2024-24-24
388,389,9,6628.56,2024-05,2024-25-25
389,390,10,6645.93,2024-06,2024-26-26
390,391,11,6663.3,2024-07,2024-27-27
391,392,12,6680.67,2024-08,2024-28-28
392,393,13,6698.04,2024-09,2024-01-01
393,394,14,6715.41,2024-10,2024-02-02
394,395,15,6732.78,2024-11,2024-03-03
395,396,16,6750.15,2024-12,2024-04-04
396,397,17,6767.52,2024-01,2024-05-05
397,398,18,6784.89,2024-02,2024-06-06
398,399,19,6802.26,2024-03,2024-07-07
399,400,20,6819.63,2024-04,2024-08-08
400,401,1,6800.0,2024-05,2024-09-09
401,402,2,6817.37,2024-06,2024-10-10
402,403,3,6834.74,2024-07,2024-11-11
403,404,4,6852.11,2024-08,2024-12-12
404,405,5,6869.48,2024-09,2024-13-13
405,406,6,6886.85,2024-10,2024-14-14
406,407,7,6904.22,2024-11,2024-15-15
407,408,8,6921.59,2024-12,2024-16-16
408,409,9,6938.96,2024-01,2024-17-17
409,410,10,6956.33,2024-02,2024-18-18
410,411,11,6973.7,2024-03,2024-19-19
411,412,12,6991.07,2024-04,2024-20-20
412,413,13,7008.44,2024-05,2024-21-21
413,414,14,7025.81,2024-06,2024-22-22
414,415,15,7043.18,2024-07,2024-23-23
415,416,16,7060.55,2024-08,2024-24-24
416,417,17,7077.92,2024-09,2024-25-25
417,418,18,7095.29,2024-10,2024-26-26
418,419,19,7112.66,2024-11,2024-27-27
419,420,20,7130.03,2024-12,2024-28-28
420,421,1,7147.4,2024-01,2024-01-01
421,422,2,7164.77,2024-02,2024-02-02
422,423,3,7182.14,2024-03,2024-03-03
423,424,4,7199.51,2024-04,2024-04-04
424,425,5,7216.88,2024-05,2024-05-05
425,426,6,7234.25,2024-06,2024-06-06
426,427,7,7251.62,2024-07,2024-07-07
427,428,8,7268.99,2024-08,2024-08-08
428,429,9,7286.36,2024-09,2024-09-09
429,430,10,7303.73,2024-10,2024-10-10
430,431,11,7321.1,2024-11,2024-11-11
431,432,12,7338.47,2024-12,2024-12-12
432,433,13,7355.84,2024-01,2024-13-13
433,434,14,7373.21,2024-02,2024-14-14
434,435,15,7390.58,2024-03,2024-15-15
435,436,16,7407.95,2024-04,2024-16-16
436,437,17,7425.32,2024-05,2024-17-17
437,438,18,7442.69,2024-06,2024-18-18
438,439,19,7460.06,2024-07,2024-19-19
439,440,20,7477.43,2024-08,2024-20-20
440,441,1,7494.8,2024-09,2024-21-21
441,442,2,7512.17,2024-10,2024-22-22
442,443,3,7529.54,2024-11,2024-23-23
443,444,4,7546.91,2024-12,2024-24-24
444,445,5,7564.28,2024-01,2024-25-25
445,446,6,7581.65,2024-02,2024-26-26
446,447,7,7599.02,2024-03,2024-27-27
447,448,8,7616.39,2024-04,2024-28-28
448,449,9,7633.76,2024-05,2024-01-01
449,450,10,7651.13,2024-06,2024-02-02
450,451,11,7668.5,2024-07,2024-03-03
451,452,12,7685.87,2024-08,2024-04-04
452,453,13,7703.24,2024-09,2024-05-05
453,454,14,7720.61,2024-10,2024-06-06
454,455,15,7737.98,2024-11,2024-07-07
455,456,16,7755.35,2024-12,2024-08-08
456,457,17,7772.72,2024-01,2024-09-09
457,458,18,7790.09,2024-02,2024-10-10
458,459,19,7807.46,2024-03,2024-11-11
459,460,20,7824.83,2024-04,2024-12-12
460,461,1,7842.2,2024-05,2024-13-13
461,462,2,7859.57,2024-06,2024-14-14
462,463,3,7876.94,2024-07,2024-15-15
463,464,4,7894.31,2024-08,2024-16-16
464,465,5,7911.68,2024-09,2024-17-17
465,466,6,7929.05,2024-10,2024-18-18
466,467,7,7946.42,2024-11,2024-19-19
467,468,8,7963.79,2024-12,2024-20-20
468,469,9,7981.16,2024-01,2024-21-21
469,470,10,7998.53,2024-02,2024-22-22
470,471,11,8015.9,2024-03,2024-23-23
471,472,12,8033.27,2024-04,2024-24-24
472,473,13,8050.64,2024-05,2024-25-25
473,474,14,8068.01,2024-06,2024-26-26
474,475,15,8085.38,2024-07,2024-27-27
475,476,16,8102.75,2024-08,2024-28-28
476,477,17,8120.12,2024-09,2024-01-01
477,478,18,8137.49,2024-10,2024-02-02
478,479,19,8154.86,2024-11,2024-03-03
479,480,20,8172.23,2024-12,2024-04-04
480,481,1,8189.6,2024-01,2024-05-05
481,482,2,8206.97,2024-02,2024-06-06
482,483,3,8224.34,2024-03,2024-07-07
483,484,4,8241.71,2024-04,2024-08-08
484,485,5,8259.08,2024-05,2024-09-09
485,486,6,8276.45,2024-06,2024-10-10
486,487,7,8293.82,2024-07,2024-11-11
487,488,8,8311.19,2024-08,2024-12-12
488,489,9,8328.56,2024-09,2024-13-13
489,490,10,8345.93,2024-10,2024-14-14
490,491,11,8363.3,2024-11,2024-15-15
491,492,12,8380.67,2024-12,2024-16-16
492,493,13,8398.04,2024-01,2024-17-17
493,494,14,8415.41,2024-02,2024-18-18
494,495,15,8432.78,2024-03,2024-19-19
495,496,16,8450.15,2024-04,2024-20-20
496,497,17,8467.52,2024-05,2024-21-21
497,498,18,8484.89,2024-06,2024-22-22
498,499,19,8502.26,2024-07,2024-23-23
499,500,20,8519.63,2024-08,2024-24-24
500,1,1,8500.0,2024-09,2024-25-25
501,2,2,8517.37,2024-10,2024-26-26
502,3,3,8534.74,2024-11,2024-27-27
503,4,4,8552.11,2024-12,2024-28-28
504,5,5,8569.48,2024-01,2024-01-01
505,6,6,8586.85,2024-02,2024-02-02
506,7,7,8604.22,2024-03,2024-03-03
507,8,8,8621.59,2024-04,2024-04-04
508,9,9,8638.96,2024-05,2024-05-05
509,10,10,8656.33,2024-06,2024-06-06
510,11,11,8673.7,2024-07,2024-07-07
511,12,12,8691.07,2024-08,2024-08-08
512,13,13,8708.44,2024-09,2024-09-09
513,14,14,8725.81,2024-10,2024-10-10
514,15,15,8743.18,2024-11,2024-11-11
515,16,16,8760.55,2024-12,2024-12-12
516,17,17,8777.92,2024-01,2024-13-13
517,18,18,8795.29,2024-02,2024-14-14
518,19,19,8812.66,2024-03,2024-15-15
519,20,20,8830.03,2024-04,2024-16-16
520,21,1,8847.4,2024-05,2024-17-17
521,22,2,8864.77,2024-06,2024-18-18
522,23,3,8882.14,2024-07,2024-19-19
523,24,4,8899.51,2024-08,2024-20-20
524,25,5,8916.88,2024-09,2024-21-21
525,26,6,8934.25,2024-10,2024-22-22
526,27,7,8951.62,2024-11,2024-23-23
527,28,8,8968.99,2024-12,2024-24-24
528,29,9,8986.36,2024-01,2024-25-25
529,30,10,9003.73,2024-02,2024-26-26
530,31,11,9021.1,2024-03,2024-27-27
531,32,12,9038.47,2024-04,2024-28-28
532,33,13,9055.84,2024-05,2024-01-01
533,34,14,9073.21,2024-06,2024-02-02
534,35,15,9090.58,2024-07,2024-03-03
535,36,16,9107.95,2024-08,2024-04-04
536,37,17,9125.32,2024-09,2024-05-05
537,38,18,9142.69,2024-10,2024-06-06
538,39,19,9160.06,2024-11,2024-07-07
539,40,20,9177.43,2024-12,2024-08-08
540,41,1,9194.8,2024-01,2024-09-09
541,42,2,9212.17,2024-02,2024-10-10
542,43,3,9229.54,2024-03,2024-11-11
543,44,4,9246.91,2024-04,2024-12-12
544,45,5,9264.28,2024-05,2024-13-13
545,46,6,9281.65,2024-06,2024-14-14
546,47,7,9299.02,2024-07,2024-15-15
547,48,8,9316.39,2024-08,2024-16-16
548,49,9,9333.76,2024-09,2024-17-17
549,50,10,9351.13,2024-10,2024-18-18
550,51,11,9368.5,2024-11,2024-19-19
551,52,12,9385.87,2024-12,2024-20-20
552,53,13,9403.24,2024-01,2024-21-21
553,54,14,9420.61,2024-02,2024-22-22
554,55,15,9437.98,2024-03,2024-23-23
555,56,16,9455.35,2024-04,2024-24-24
556,57,17,9472.72,2024-05,2024-25-25
557,58,18,9490.09,2024-06,2024-26-26
558,59,19,9507.46,2024-07,2024-27-27
559,60,20,9524.83,2024-08,2024-28-28
560,61,1,9542.2,2024-09,2024-01-01
561,62,2,9559.57,2024-10,2024-02-02
562,63,3,9576.94,2024-11,2024-03-03
563,64,4,9594.31,2024-12,2024-04-04
564,65,5,9611.68,2024-01,2024-05-05
565,66,6,9629.05,2024-02,2024-06-06
566,67,7,9646.42,2024-03,2024-07-07
567,68,8,9663.79,2024-04,2024-08-08
568,69,9,9681.16,2024-05,2024-09-09
569,70,10,9698.53,2024-06,2024-10-10
570,71,11,9715.9,2024-07,2024-11-11
571,72,12,9733.27,2024-08,2024-12-12
572,73,13,9750.64,2024-09,2024-13-13
573,74,14,9768.01,2024-10,2024-14-14
574,75,15,9785.38,2024-11,2024-15-15
575,76,16,9802.75,2024-12,2024-16-16
576,77,17,9820.12,2024-01,2024-17-17
577,78,18,9837.49,2024-02,2024-18-18
578,79,19,9854.86,2024-03,2024-19-19
579,80,20,9872.23,2024-04,2024-20-20
580,81,1,9889.6,2024-05,2024-21-21
581,82,2,9906.97,2024-06,2024-22-22
582,83,3,9924.34,2024-07,2024-23-23
583,84,4,9941.71,2024-08,2024-24-24
584,85,5,9959.08,2024-09,2024-25-25
585,86,6,9976.45,2024-10,2024-26-26
586,87,7,9993.82,2024-11,2024-27-27
587,88,8,10011.19,2024-12,2024-28-28
588,89,9,10028.56,2024-01,2024-01-01
589,90,10,45.93,2024-02,2024-02-02
590,91,11,63.3,2024-03,2024-03-03
591,92,12,80.67,2024-04,2024-04-04
592,93,13,98.04,2024-05,2024-05-05
593,94,14,115.41,2024-06,2024-06-06
594,95,15,132.78,2024-07,2024-07-07
595,96,16,150.15,2024-08,2024-08-08
596,97,17,167.52,2024-09,2024-09-09
597,98,18,184.89,2024-10,2024-10-10
598,99,19,202.26,2024-11,2024-11-11
599,100,20,219.63,2024-12,2024-12-12
600,101,1,200.0,2024-01,2024-13-13
601,102,2,217.37,2024-02,2024-14-14
602,103,3,234.74,2024-03,2024-15-15
603,104,4,252.11,2024-04,2024-16-16
604,105,5,269.48,2024-05,2024-17-17
605,106,6,286.85,2024-06,2024-18-18
606,107,7,304.22,2024-07,2024-19-19
607,108,8,321.59,2024-08,2024-20-20
608,109,9,338.96,2024-09,2024-21-21
609,110,10,356.33,2024-10,2024-22-22
